Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Finland,2020-03-14T22:33:03,225,0,1,61.9241,25.7482
,Singapore,2020-03-14T16:14:30,212,0,105,1.3521,103.8198
,Bahrain,2020-03-14T11:53:29,210,0,44,26.0667,50.5577
,Israel,2020-03-14T20:13:16,193,0,4,31.0461,34.8516
,Czechia,2020-03-14T20:13:16,189,0,0,49.8175,15.4730
,Slovenia,2020-03-14T22:33:03,181,1,0,46.1512,14.9955
Yunnan,China,2020-03-14T23:33:02,174,2,172,24.9740,101.4870
,Portugal,2020-03-14T16:14:47,169,0,2,39.3999,-8.2245
Hainan,China,2020-03-12T03:53:02,168,6,160,19.1959,109.7453
,Iceland,2020-03-14T14:53:04,156,0,1,64.9631,-19.0208
,Brazil,2020-03-13T22:21:58,151,0,0,-14.2350,-51.9253
Guizhou,China,2020-03-14T00:53:03,146,2,143,26.8154,106.8748
Hong Kong,China,2020-03-14T12:53:06,140,4,78,22.3000,114.2000
Massachusetts,US,2020-03-14T22:13:19,138,0,1,42.2302,-71.5301
Tianjin,China,2020-03-12T01:53:03,136,3,132,39.3054,117.3230
Shanxi,China,2020-03-13T11:09:03,133,0,133,37.5777,112.2922
Gansu,China,2020-03-14T03:13:08,129,2,89,36.0611,103.8343
,Ireland,2020-03-14T20:13:16,129,2,0,53.1424,-7.6921
Liaoning,China,2020-03-14T00:13:05,125,1,113,41.2956,122.6085
,Romania,2020-03-14T22:33:03,123,0,9,45.9432,24.9668
,Estonia,2020-03-14T20:33:03,115,0,0,58.5953,25.0136
New South Wales,Australia,2020-03-14T13:33:04,112,2,4,-33.8688,151.2093
,Philippines,2020-03-14T20:33:03,111,8,2,12.8797,121.7740
,Iraq,2020-03-14T22:33:03,110,10,26,33.2232,43.6793
,Egypt,2020-03-14T22:33:03,109,2,27,26.8206,30.8025
,Kuwait,2020-03-14T16:14:34,104,0,5,29.3117,47.4818
,Poland,2020-03-14T22:53:02,103,3,0,51.9194,19.1451
,Saudi Arabia,2020-03-14T20:33:03,103,0,1,23.8859,45.0792
,India,2020-03-14T20:33:03,102,2,4,20.5937,78.9629
Colorado,US,2020-03-14T22:13:32,101,1,0,39.0598,-105.3111
,Indonesia,2020-03-14T22:53:02,96,5,8,-0.7893,113.9213
Jilin,China,2020-03-13T11:09:03,93,1,91,43.6661,126.1923
,Lebanon,2020-03-14T12:13:12,93,3,1,33.8547,35.8623
,United Arab Emirates,2020-03-13T22:21:58,85,0,17,23.4241,53.8478
,Thailand,2020-03-14T12:13:12,82,1,35,15.8700,100.9925
,San Marino,2020-03-14T22:53:02,80,5,4,43.9424,12.4578
Ontario,Canada,2020-03-14T13:13:25,79,0,4,51.2538,-85.3232
Louisiana,US,2020-03-14T22:13:32,77,1,0,31.1695,-91.8678
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401
Florida,US,2020-03-14T18:53:03,76,3,0,27.7663,-81.6868
Inner Mongolia,China,2020-03-11T03:53:03,75,1,71,44.0935,113.9448
Ningxia,China,2020-03-14T09:53:08,75,0,73,37.2692,106.1655
New Jersey,US,2020-03-14T22:13:32,69,1,0,40.2989,-74.5210
Georgia,US,2020-03-14T17:53:03,66,1,0,33.0406,-83.6431
British Columbia,Canada,2020-03-14T00:13:05,64,1,4,53.7267,-127.6476
Illinois,US,2020-03-14T22:33:04,64,0,2,40.3495,-88.9861
,Chile,2020-03-14T20:33:03,61,0,0,-35.6751,-71.5430
,Russia,2020-03-14T22:53:02,59,0,8,61.5240,105.3188
Texas,US,2020-03-14T22:33:03,57,0,0,31.0545,-97.5635
,Taiwan*,2020-03-14T07:13:11,53,1,20,23.7000,121.0000
,Vietnam,2020-03-14T12:13:12,53,0,16,14.0583,108.2772
,Luxembourg,2020-03-14T20:33:03,51,1,0,49.8153,6.1296
Victoria,Australia,2020-03-14T13:33:04,49,0,8,-37.8136,144.9631
Pennsylvania,US,2020-03-14T18:53:03,47,0,0,40.5908,-77.2098
Queensland,Australia,2020-03-14T13:33:04,46,0,8,-28.0167,153.4000
,Serbia,2020-03-14T22:53:02,46,0,0,44.0165,21.0059
Diamond Princess,US,2020-03-10T02:33:04,46,0,0,35.4437,139.6380
,Slovakia,2020-03-14T20:33:03,44,0,0,48.6690,19.6990
,Bulgaria,2020-03-14T20:33:03,41,2,0,42.7339,25.4858
Virginia,US,2020-03-14T22:33:03,41,1,0,37.7693,-78.1700
,Brunei,2020-03-14T20:33:03,40,0,0,4.5353,114.7277
,Albania,2020-03-14T12:33:03,38,1,0,41.1533,20.1683
,Croatia,2020-03-14T20:33:03,38,0,1,45.1000,15.2000
,Peru,2020-03-14T12:33:03,38,0,0,-9.1900,-75.0152
,South Africa,2020-03-14T16:14:56,38,0,0,-30.5595,22.9375
,Algeria,2020-03-14T12:33:03,37,3,12,28.0339,1.6596
,Panama,2020-03-14T12:33:03,36,1,0,8.5380,-80.7821
,Argentina,2020-03-14T20:33:03,34,2,1,-38.4161,-63.6167
Oregon,US,2020-03-14T16:33:03,32,0,0,44.5720,-122.0709
Tennessee,US,2020-03-14T22:33:04,32,0,0,35.7478,-86.6923
,Pakistan,2020-03-14T20:33:03,31,0,2,30.3753,69.3451
,Georgia,2020-03-14T12:33:03,30,0,0,42.3154,43.3569
,Hungary,2020-03-14T22:53:02,30,0,1,47.1625,19.5033
Alberta,Canada,2020-03-14T00:13:05,29,0,0,53.9333,-116.5765
,Ecuador,2020-03-14T22:53:02,28,2,0,-1.8312,-78.1834
,Belarus,2020-03-13T22:21:59,27,0,3,53.7098,27.9534
Wisconsin,US,2020-03-14T22:33:03,27,0,1,44.2685,-89.6165
,Costa Rica,2020-03-14T12:33:03,26,0,0,9.7489,-83.7534
,Cyprus,2020-03-14T22:53:02,26,0,0,35.1264,33.4299
,Latvia,2020-03-14T12:33:03,26,0,1,56.8796,24.6032
,Mexico,2020-03-14T20:53:02,26,0,4,23.6345,-102.5528
Maryland,US,2020-03-14T22:33:03,26,0,0,39.0639,-76.8021
Ohio,US,2020-03-14T18:53:03,26,0,0,40.3888,-82.7649
Michigan,US,2020-03-14T16:53:03,25,0,0,43.3266,-84.5361
North Carolina,US,2020-03-14T18:13:23,24,0,0,35.6301,-79.8064
,Colombia,2020-03-14T20:53:02,22,0,0,4.5709,-74.2973
Connecticut,US,2020-03-14T22:33:03,22,0,0,41.5978,-72.7554
Grand Princess,US,2020-03-10T02:33:04,21,0,0,37.6489,-122.6655
Minnesota,US,2020-03-14T18:53:03,21,0,0,45.6945,-93.9002
Nevada,US,2020-03-14T22:33:03,21,0,0,38.3135,-117.0554
Rhode Island,US,2020-03-14T18:53:03,20,0,0,41.6809,-71.5118
South Australia,Australia,2020-03-14T13:33:04,19,0,3,-34.9285,138.6007
,Oman,2020-03-13T23:33:05,19,0,9,21.4735,55.9754
South Carolina,US,2020-03-14T22:33:03,19,0,0,33.8569,-80.9450
,Armenia,2020-03-14T20:53:02,18,0,0,40.0691,45.0382
,Bosnia and Herzegovina,2020-03-14T12:33:03,18,0,0,43.9159,17.6791
Qinghai,China,2020-03-11T02:18:14,18,0,18,35.7452,95.9956
,Malta,2020-03-14T12:33:03,18,0,1,35.9375,14.3754
,Tunisia,2020-03-14T20:53:02,18,0,0,33.8869,9.5375
Western Australia,Australia,2020-03-14T13:33:04,17,1,0,-31.9505,115.8605
Quebec,Canada,2020-03-13T13:33:03,17,0,0,52.9399,-73.5491
,Morocco,2020-03-14T20:53:02,17,1,1,31.7917,-7.0926
Iowa,US,2020-03-13T23:53:03,17,0,0,42.0115,-93.2105
Indiana,US,2020-03-14T16:53:03,16,0,0,39.8494,-86.2583
,Azerbaijan,2020-03-13T12:13:36,15,1,3,40.1431,47.5769
,North Macedonia,2020-03-13T23:33:05,14,0,1,41.6086,21.7453
Kentucky,US,2020-03-13T23:53:03,14,0,0,37.6681,-84.6701
Nebraska,US,2020-03-14T16:53:03,14,0,0,41.1254,-98.2681
,Moldova,2020-03-14T20:53:02,12,0,0,47.4116,28.3699
Arizona,US,2020-03-14T18:13:23,12,0,1,33.7298,-111.4312
Arkansas,US,2020-03-14T22:33:03,12,0,0,34.9697,-92.3731
,Afghanistan,2020-03-14T14:53:04,11,0,0,33.9391,67.7100
,Dominican Republic,2020-03-14T20:53:02,11,0,0,18.7357,-70.1627
,Bolivia,2020-03-14T12:53:07,10,0,0,-16.2902,-63.5887
Macau,China,2020-03-11T18:52:03,10,0,10,22.1667,113.5500
,Maldives,2020-03-14T16:14:58,10,0,0,3.2028,73.2207
,Senegal,2020-03-13T23:33:05,10,0,1,14.4974,-14.4524
,Sri Lanka,2020-03-14T16:14:58,10,0,1,7.8731,80.7718
District of Columbia,US,2020-03-11T22:53:03,10,0,0,38.8974,-77.0268
New Mexico,US,2020-03-14T00:13:05,10,0,0,34.8405,-106.2485
Utah,US,2020-03-14T18:53:03,10,0,0,40.1500,-111.8624
Faroe Islands,Denmark,2020-03-14T16:33:03,9,0,0,61.8926,-6.9118
,Martinique,2020-03-14T14:53:04,9,0,0,14.6415,-61.0242
South Dakota,US,2020-03-14T16:53:03,9,1,0,44.2998,-99.4388
,Jamaica,2020-03-13T22:22:02,8,0,0,18.1096,-77.2975
,Lithuania,2020-03-14T14:53:04,8,0,0,55.1694,23.8813
Kansas,US,2020-03-14T22:33:03,8,1,0,38.5266,-96.7265
,Cambodia,2020-03-14T12:53:07,7,0,1,12.5657,104.9910
New Hampshire,US,2020-03-14T16:53:03,7,0,0,43.4525,-71.5639
,Kazakhstan,2020-03-14T12:53:07,6,0,0,48.0196,66.9237
,New Zealand,2020-03-14T20:53:02,6,0,0,-40.9006,174.8860
,Paraguay,2020-03-13T23:33:06,6,0,0,-23.4425,-58.4438
,Reunion,2020-03-14T20:53:02,6,0,0,-21.1151,55.5364
Alabama,US,2020-03-14T16:53:03,6,0,0,32.3182,-86.9023
Delaware,US,2020-03-14T18:13:20,6,0,0,39.3185,-75.5071
Mississippi,US,2020-03-14T16:53:03,6,0,0,32.7416,-89.6787
Tasmania,Australia,2020-03-14T01:53:03,5,0,0,-41.4545,145.9707
Fench Guiana,France,2020-03-14T16:53:03,5,0,0,4.0000,-53.0000
,French Guiana,2020-03-07T03:23:05,5,0,0,3.9339,-53.1258
,Turkey,2020-03-13T23:33:06,5,0,0,38.9637,35.2433
Montana,US,2020-03-14T16:53:03,5,0,0,46.9219,-110.4544
Vermont,US,2020-03-14T22:33:04,5,0,0,44.0459,-72.7107
Manitoba,Canada,2020-03-14T00:13:05,4,0,0,53.7609,-98.8139
,Cuba,2020-03-13T23:53:02,4,0,0,21.5218,-77.7812
,Liechtenstein,2020-03-14T20:53:02,4,0,0,47.1660,9.5554
Hawaii,US,2020-03-14T19:53:03,4,0,0,21.0943,-157.4983
Missouri,US,2020-03-14T16:53:03,4,0,0,38.4561,-92.2884
Oklahoma,US,2020-03-14T16:53:03,4,0,0,35.5653,-96.9289
,Uruguay,2020-03-14T16:33:03,4,0,0,-32.5228,-55.7658
,Bangladesh,2020-03-13T22:22:02,3,0,0,23.6850,90.3563
French Polynesia,France,2020-03-14T16:53:03,3,0,0,-17.6797,149.4068
,Ghana,2020-03-14T23:13:05,3,0,0,7.9465,-1.0232
Maine,US,2020-03-14T16:53:03,3,0,0,44.6939,-69.3819
Puerto Rico,US,2020-03-14T18:33:03,3,0,0,18.2208,-66.5901
,Ukraine,2020-03-13T22:22:02,3,1,0,48.3794,31.1656
,Aruba,2020-03-13T23:53:03,2,0,0,12.5211,-69.9683
,Burkina Faso,2020-03-13T22:22:02,2,0,0,12.2383,-1.5616
,Cameroon,2020-03-13T22:22:02,2,0,0,3.8480,11.5021
Saskatchewan,Canada,2020-03-14T00:13:05,2,0,0,52.9399,-106.4509
,Congo (Kinshasa),2020-03-13T22:22:02,2,0,0,-4.0383,21.7587
St Martin,France,2020-03-14T16:33:03,2,0,0,18.0708,-63.0501
,Honduras,2020-03-13T22:22:02,2,0,0,15.2000,-86.2419
,Jersey,2020-03-14T16:33:03,2,0,0,49.1900,-2.1100
,Monaco,2020-03-14T23:13:05,2,0,0,43.7384,7.4246
,Namibia,2020-03-14T16:33:03,2,0,0,-22.9576,18.4904
,Nigeria,2020-03-13T22:22:02,2,0,0,9.0820,8.6753
,Seychelles,2020-03-14T23:13:06,2,0,0,-4.6796,55.4920
,Trinidad and Tobago,2020-03-14T16:15:01,2,0,0,10.6918,-61.2225
Idaho,US,2020-03-14T22:33:03,2,0,0,44.2405,-114.4788
Wyoming,US,2020-03-14T16:53:03,2,0,0,42.7560,-107.3025
Channel Islands,United Kingdom,2020-03-11T20:53:02,2,0,0,49.3723,-2.3644
,Venezuela,2020-03-14T12:53:07,2,0,0,6.4238,-66.5897
,Andorra,2020-03-13T22:22:02,1,0,1,42.5063,1.5218
,Antigua and Barbuda,2020-03-13T22:22:06,1,0,0,17.0608,-61.7964
Australian Capital Territory,Australia,2020-03-14T01:53:03,1,0,0,-35.4735,149.0124
Northern Territory,Australia,2020-03-14T01:53:03,1,0,0,-12.4634,130.8456
,Bhutan,2020-03-13T22:22:02,1,0,0,27.5142,90.4336
New Brunswick,Canada,2020-03-11T23:13:06,1,0,0,46.5653,-66.4619
,Cayman Islands,2020-03-13T12:33:03,1,0,0,19.3133,-81.2546
Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924
,Cote d'Ivoire,2020-03-13T22:22:02,1,0,0,7.5400,-5.5471
,Curacao,2020-03-14T16:15:18,1,0,0,12.1696,-68.9900
,Eswatini,2020-03-14T13:13:25,1,0,0,-26.5225,31.4659
,Ethiopia,2020-03-13T23:33:06,1,0,0,9.1450,40.4897
Saint Barthelemy,France,2020-03-14T16:33:03,1,0,0,17.9000,-62.8333
,Gabon,2020-03-14T13:33:04,1,0,0,-0.8037,11.6094
,Guadeloupe,2020-03-13T12:33:03,1,0,0,16.2650,-61.5510
,Guatemala,2020-03-14T01:33:03,1,0,0,15.7835,-90.2308
,Guernsey,2020-03-13T22:22:03,1,0,0,49.4500,-2.5800
,Guinea,2020-03-13T15:33:33,1,0,0,9.9456,-9.6966
,Guyana,2020-03-14T23:33:02,1,1,0,4.8604,-58.9302
,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534
,Jordan,2020-03-14T12:53:07,1,0,1,30.5852,36.2384
,Kenya,2020-03-13T22:22:03,1,0,0,-0.0236,37.9062
,Mauritania,2020-03-14T12:53:07,1,0,0,21.0079,10.9408
,Mongolia,2020-03-13T22:22:02,1,0,0,46.8625,103.8467
,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.1240
,Rwanda,2020-03-14T12:53:07,1,0,0,-1.9403,29.8739
,Saint Lucia,2020-03-14T16:15:18,1,0,0,13.9094,-60.9789
,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872
,Sudan,2020-03-14T01:13:32,1,1,0,12.8628,30.2176
,Suriname,2020-03-14T16:33:03,1,0,0,3.9193,-56.0278
,Togo,2020-03-13T22:22:02,1,0,0,8.6195,0.8248
North Dakota,US,2020-03-12T09:33:03,1,0,0,47.5289,-99.7840
"Virgin Islands, U.S.",US,2020-03-14T16:15:18,1,0,0,18.3358,-64.8963
Gibraltar,United Kingdom,2020-03-14T16:33:03,1,0,1,36.1408,-5.3536
From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.6380
West Virginia,US,2020-03-10T02:33:04,0,0,0,38.4912,-80.9545
,occupied Palestinian territory,2020-03-11T20:53:02,0,0,0,31.9522,35.2332
